question_id;question_id_individual;question_text;token_count;Conceptual Question Type;Functional Question Type;token_group
ed60792a-ed7f-4698-995b-7746b59c4086;ed60792a-ed7f-4698-995b-7746b59c4086__B;Nun meine Frage , sollte ich zum Arzt oder ist das der normale Weg , wie Muttermale entstehen ?;16;;;16-20
5628bdbf-3c30-40c7-886a-a18ce8dcfd5c;5628bdbf-3c30-40c7-886a-a18ce8dcfd5c__B;Nun zu meiner Frage : 1 ) Gibt es eine Möglichkeit , FanControl die Priorität zur Lüftersteuerung zu erteilen ?;16;;;16-20
98073dff-3640-4a8d-b02a-282dbebe4795;98073dff-3640-4a8d-b02a-282dbebe4795__B;Nur so interessehalber , welche Eigenschaften findet ihr an Frauen ansprechend oder Attraktiv ?;12;;;11-15
22559175-e2fa-429a-9eed-2e0cb30add2e;22559175-e2fa-429a-9eed-2e0cb30add2e__C;Oder gibt es Macken die ich nicht erkenne ?;8;;;5-10
f58778b0-2c4b-4416-9965-6542fe5afcff;f58778b0-2c4b-4416-9965-6542fe5afcff__E;Oder habe ich einfach nur pech , dass ich diesen als einzigen noch nicht gefangen habe ?;15;;;11-15
c29dba76-be9f-4dba-9843-469204c90b1f;c29dba76-be9f-4dba-9843-469204c90b1f__B;Oder ist das Geld was sie dafür bekommen einfach zu verlockend das man über Scham hinweggeht ?;16;;;16-20
cd7c3618-2fb2-4e77-8c86-c0e1f6a89c77;cd7c3618-2fb2-4e77-8c86-c0e1f6a89c77__G;Oder ist das mehr als freundschaft ?;6;;;5-10
0c354c44-90e5-4896-a93d-508af35d4c07;0c354c44-90e5-4896-a93d-508af35d4c07__B;Oder wächst das wieder zusammen ?;5;;;5-10
7e7df741-cac1-421d-9de0-724cc087009d;7e7df741-cac1-421d-9de0-724cc087009d__A;Okay was ist das Peinlichste/Schlimmste was euch jemals in einer Gaststätte oder Restaurant passiert ist ?;16;;;16-20
8de43410-703c-4567-9cf9-3ea6713d255b;8de43410-703c-4567-9cf9-3ea6713d255b__A;Science Fiction - Welche Endzeitfilme kennt ihr ?;6;;;5-10
9293e125-6ef9-450e-8391-febdc20674d7;9293e125-6ef9-450e-8391-febdc20674d7__B;Sind das normale Umstellungen die durch die Pille auftreten können oder sollte man sie absetzen ?;15;;;11-15
bc0f2bb4-0de3-424c-9c92-a8b4543fdf0d;bc0f2bb4-0de3-424c-9c92-a8b4543fdf0d__B;Sogar eine Anwältin hat sich darüber lustig gemacht am ende Hat das einen psychologischen Hintergrund ?;15;;;11-15
914bfc47-c651-40a8-a731-253ad0b5536d;914bfc47-c651-40a8-a731-253ad0b5536d__C;Soll ich ihn mitnehmen oder was soll ich machen ?;9;;;5-10
bfd90e71-a1ff-4098-b030-bffd2e4379a4;bfd90e71-a1ff-4098-b030-bffd2e4379a4__B;Sollte ich mit dem Kaffee oder mit der Tablette dann jeweils 2 Std warten also nen Abstand zueinander bewahren ?;19;;;16-20
d100e35f-ac1c-4fed-b735-ac73f46b9dc3;d100e35f-ac1c-4fed-b735-ac73f46b9dc3__A;Steht auf der Waage eine größere Zahl , wenn ich vorher Wasser trinke ?;12;;;11-15
3c8b684b-c4a3-43be-9afa-6e3148e7eff8;3c8b684b-c4a3-43be-9afa-6e3148e7eff8__A;Stimmt es , dass man in der Versicherungsbranche das meiste Geld bekommen kann ?;12;;;11-15
c2361816-0745-4531-b1ff-58cbe3f60581;c2361816-0745-4531-b1ff-58cbe3f60581__A;Stört es oder nervt euch das als Frau das Männer beim Orgasmus Sperma schleudern also ein Erguss haben ?;18;;;16-20
da49c4d8-c297-445b-9155-a66ab403c095;da49c4d8-c297-445b-9155-a66ab403c095__B;Sucht sich der Prüfer oft das Thema raus , was ganz am Anfang steht oder spielt das keine Rolle ?;18;;;16-20
73b4f837-59b0-427d-9a5f-aa613c1bdd70;73b4f837-59b0-427d-9a5f-aa613c1bdd70__A;Trennen sich Männer meist für eine optisch attraktivere Frau , wenn sie sich so aus der Beziehung befreien ?;17;;;16-20
ed36cc91-623f-43df-a1b4-b130e336bf14;ed36cc91-623f-43df-a1b4-b130e336bf14__C;Und wenn ich es bekommen sollte wie kann ich meine Eltern davon überzeugen ?;13;;;11-15
b5af2661-07c6-4b79-b910-df7d5948d64a;b5af2661-07c6-4b79-b910-df7d5948d64a__B;Und wenn ja wie könnte ich so ne Mail/Brief gut formulieren ?;12;;;11-15
446af4b0-f5ce-494b-8bb4-46f924efa6ab;446af4b0-f5ce-494b-8bb4-46f924efa6ab__C;Und wenn man da auch so reinkommt ist der Shop empfehlenswert oder gibt es da nur extreme Spielsachen ?;18;;;16-20
61918322-2694-4540-8422-cca59544c910;61918322-2694-4540-8422-cca59544c910__C;Und wie lange dauert es so im Schnitt bis man Bescheid kriegt ob man BAB bekommt ?;16;;;16-20
b8831662-fae2-453d-9bed-168810bcb226;b8831662-fae2-453d-9bed-168810bcb226__A;Vertraut ihr unseren Medien oder meint ihr das ist alles nach Plan dort um uns zu Manipulieren ?;17;;;16-20
e0ed3f28-d9af-4b1d-86df-bdb0cbf1d3de;e0ed3f28-d9af-4b1d-86df-bdb0cbf1d3de__C;War halt wirklich nicht absehbar , dass er für eine Parklücke solch ein Risiko seinerseits und für mich eingeht ?;18;;;16-20
5377d36f-1d05-49f0-ae7c-f551e850a285;5377d36f-1d05-49f0-ae7c-f551e850a285__B;Wäre das ok , bzw . artgerecht und keine Folter oder so für die Katze ?;13;;;11-15
02647e77-bb0e-4afa-9dea-46ec5930dbe2;02647e77-bb0e-4afa-9dea-46ec5930dbe2__A;Warum bekomm ich vom Weinen immer solche fürchterlichen Kopfschmerzen ?;9;;;5-10
dd777a69-d0ef-4901-893b-4ced943e3a63;dd777a69-d0ef-4901-893b-4ced943e3a63__A;Warum benutzt man in while-Schleifen immer i um sie zu durchlaufen ?;10;;;5-10
75759d97-6113-4191-90d3-dfd95b4f9aae;75759d97-6113-4191-90d3-dfd95b4f9aae__D;Warum darf ein Kind , das die Erstkommunion noch nicht hatte ( aber getauft wurde ) , den Leib Christi nicht empfangen ?;18;;;16-20
c979b6ec-cc33-45b0-a18f-d31e17bf47c5;c979b6ec-cc33-45b0-a18f-d31e17bf47c5__C;Warum erteilt ihm ein Mitarbeiter der Ausländerbehörde Duldung , wenn er doch gerichtlich ein Aufenthaltsrecht erwirkt hat ?;16;;;16-20
042155ca-5874-4161-b426-18b6069e393d;042155ca-5874-4161-b426-18b6069e393d__B;Warum gibt es dann trotzdem Menschen , die sich schon so früh stark anstrengen ?;13;;;11-15
59247fab-eda6-45e3-9f46-a18a3489a587;59247fab-eda6-45e3-9f46-a18a3489a587__A;Warum gibt es dort keine Moral , wo Politik oder Ökonomie ist ?;11;;;11-15
0a1406ef-d36c-48fa-9906-7e187985bb0f;0a1406ef-d36c-48fa-9906-7e187985bb0f__A;Warum hassen mich fast alle Mädchen in der Schule ?;9;;;5-10
16581299-ba58-4fe7-8871-714166b03f86;16581299-ba58-4fe7-8871-714166b03f86__A;Warum ist Albanien eigentlich so arm ?;6;;;5-10
6caa8a67-82c5-4746-a129-2983c9c50747;6caa8a67-82c5-4746-a129-2983c9c50747__A;Warum ist der Film , , Der Junge im gestreiften Pyjama so unfassbar traurig ?;12;;;11-15
4b3c48a9-e2b5-441f-b13a-1c6f6d267e81;4b3c48a9-e2b5-441f-b13a-1c6f6d267e81__A;Warum kann Russland nicht einfach normale referenden ohne Druck machen und dann das Ergebnis der Bevölkerung akzeptieren und sich zurückziehen ?;20;;;16-20
37236f49-c792-49f4-8294-1760bcf81f9f;37236f49-c792-49f4-8294-1760bcf81f9f__B;Warum muss man die Parkscheibe bei defektem Automaten überhaupt auslegen anstatt einfach so lange zu parken , wie man will ?;19;;;16-20
521ddde8-e1a3-4f6a-ab74-8cbcde3cbf0c;521ddde8-e1a3-4f6a-ab74-8cbcde3cbf0c__C;Warum sollte Schmelzgold weniger wert sein , als reines 999 Gold , wenn beim Schmelzvorgang nur noch Gold rauskommt ?;17;;;16-20
849d45a9-2934-4f41-a0b5-8e8465e082b4;849d45a9-2934-4f41-a0b5-8e8465e082b4__C;Warum sucht man sich bei so einer Fixierung auf die Brust keine passende Frau ?;14;;;11-15
94c1eac3-1caf-443e-b7ea-a4b380b8ac49;94c1eac3-1caf-443e-b7ea-a4b380b8ac49__A;Warum werden auf der Thermodynamik Übersicht von Wikipedia keine offene Systeme gelistet ?;12;;;11-15
b35bd2f5-9a50-4bbd-8bd0-1114a513b552;b35bd2f5-9a50-4bbd-8bd0-1114a513b552__A;Warum zögert Deutschland bisweilen mehr als USA der Ukraine Defensiv - und Offensivwaffen zu schicken , sollte das nicht selbstverständlich sein ?;19;;;16-20
dc24f39b-0a65-4764-9bc2-1cc70a7d36f9;dc24f39b-0a65-4764-9bc2-1cc70a7d36f9__A;Was bedeutet das Zitat für euch ?;6;;;5-10
15982a95-1291-4fcd-988c-ef8e2e2749cb;15982a95-1291-4fcd-988c-ef8e2e2749cb__B;Was habt Ihr für Erfahrungen diesbezüglich gemacht ?;7;;;5-10
e5c9ad22-4b38-45fa-97c5-9bfcb4d74e61;e5c9ad22-4b38-45fa-97c5-9bfcb4d74e61__B;Was habt ihr für Erfahrungen gemacht als ihr alleine verreist seit ?;11;;;11-15
04af6b2f-0acc-4839-bb3e-cb69fa7a9e1b;04af6b2f-0acc-4839-bb3e-cb69fa7a9e1b__A;Was ist das perfekte Leben ?;5;;;5-10
b2abd089-2810-4823-84a4-65561d5592d0;b2abd089-2810-4823-84a4-65561d5592d0__A;Was ist der Unterschied zwischen einem Trauma und einer posttraumatischen Belastungsstörung ?;11;;;11-15
4b389998-c6c2-41ad-adc0-547a662f8623;4b389998-c6c2-41ad-adc0-547a662f8623__A;Was ist der Unterschied zwischen Shrimps , Garnelen und Crevetten ?;9;;;5-10
c9f947c9-0b83-46f9-acb5-a4a88969a5ae;c9f947c9-0b83-46f9-acb5-a4a88969a5ae__A;was ist der unterschied zwischen venum impact , challenger und contender ?;10;;;5-10
7004e59f-95a4-4699-819e-50cbaa26c454;7004e59f-95a4-4699-819e-50cbaa26c454__A;was ist die Werbung die ihr gefühlt am häufigsten gesehen habt ?;11;;;11-15
d7d8ef1e-3d7a-44a0-a6b7-e6e58d645375;d7d8ef1e-3d7a-44a0-a6b7-e6e58d645375__A;was ist ein retro friseur ?;5;;;5-10
728ac288-7677-4144-b2e2-08bdd04b9bc9;728ac288-7677-4144-b2e2-08bdd04b9bc9__A;Was kann man alles über Homosexualität im Sport schreiben oder welche Themen gibt es ?;14;;;11-15
49dd2b33-4913-4133-ad93-0204065cf552;49dd2b33-4913-4133-ad93-0204065cf552__B;Was klingt für euch mehr , 4 Wochen oder ein Monat ?;10;;;5-10
c77a4c9e-227b-46bb-bce4-8753caad8752;c77a4c9e-227b-46bb-bce4-8753caad8752__B;Was könnte das sein was ich habe ?;7;;;5-10
93c3099c-f250-4a06-ba7c-320509611eb7;93c3099c-f250-4a06-ba7c-320509611eb7__A;Was passiert wenn ich zu viel verdränge ?;7;;;5-10
a71481f2-4272-4022-af40-2c5cf30ca42e;a71481f2-4272-4022-af40-2c5cf30ca42e__A;was sind das für Tierchen , ca 1mm gross mit 6 Beinen , die einen dünkler , die anderen heller ?;18;;;16-20
e2d9fa6d-5e28-45f2-bf37-9dca5ee3506a;e2d9fa6d-5e28-45f2-bf37-9dca5ee3506a__B;Was soll ich also eurer Meinung nach machen um die Situation so wenig blöd wie möglich zu machen ?;18;;;16-20
84124217-4bab-4c83-a702-6d8de996ed85;84124217-4bab-4c83-a702-6d8de996ed85__A;Was soll ich in der Email schreiben ?;7;;;5-10
8de16b3f-e290-477f-a388-dadfc68d2487;8de16b3f-e290-477f-a388-dadfc68d2487__A;Was soll ich unter einem engen Rock/Kleid anziehen ?;9;;;5-10
edae1f25-2746-4410-8d7a-14d4395c86a0;edae1f25-2746-4410-8d7a-14d4395c86a0__A;Was war das Witzigste , das ihr jemals gehört habt ?;9;;;5-10
774013ac-ed2a-4c9f-a6e9-6fc0abbf0fb2;774013ac-ed2a-4c9f-a6e9-6fc0abbf0fb2__C;weil beides geht ja bis zur 13 . klasse aber mir wurde gesagt oberstufengymnasium wäre trotzdem schwerer wo liegt der unterschied ?;20;;;16-20
aee8292b-6404-4b3f-a985-7c5dc76e7444;aee8292b-6404-4b3f-a985-7c5dc76e7444__B;Weiß denn jemand von euch ob es vor Ort eine Möglichkeit gibt ohne eine Kreditkarte ein Auto zu mieten ?;19;;;16-20
802ec616-ece2-4dab-a09a-a4c28721b11d;802ec616-ece2-4dab-a09a-a4c28721b11d__D;Weiß jemand überhaupt , wie gut die Griffe an Tefal-Geschirr halten ?;9;;;5-10
c6e10d97-daaa-4af6-a9f0-6873018e92bb;c6e10d97-daaa-4af6-a9f0-6873018e92bb__B;Weiß jemand was die uvp von der ZOTAC GAMING GeForce RTX 3070 Twin Edge OC White Edition ist ?;18;;;16-20
128eefd9-31ad-4151-9adb-891ad736092e;128eefd9-31ad-4151-9adb-891ad736092e__A;Weiß jemand wie das Oberteil heißt ?;6;;;5-10
d5d3799a-b2bc-4942-a342-bea05fafc519;d5d3799a-b2bc-4942-a342-bea05fafc519__B;Welche anderem Frauen sind auch durch Scheidungen/angebliche Vergewaltigungen reich geworden ?;11;;;11-15
dec5d0a7-a56b-4bfa-885a-75169421a1dc;dec5d0a7-a56b-4bfa-885a-75169421a1dc__B;Welche Fitnessstudios in Hannover sind gut und für völlige Anfänger geeignet ?;11;;;11-15
6a12e684-59c6-47ac-a518-7ee2311c655d;6a12e684-59c6-47ac-a518-7ee2311c655d__K;Welche Rolle spielt das bezogen auf Bafög bzw Stipendiensätze ?;9;;;5-10
83771c0c-cc29-48ab-993c-f66eef07fc7c;83771c0c-cc29-48ab-993c-f66eef07fc7c__A;Welche Vorteile hat ein LMS gegenüber einer Webseite ?;8;;;5-10
0846be0d-a799-42f5-8d4e-eda9ad2fccd4;0846be0d-a799-42f5-8d4e-eda9ad2fccd4__A;Welchen Schmuck mögt ihr an euch selbst am meisten ?;9;;;5-10
42c87417-1f90-463e-9bd8-6f205b81718a;42c87417-1f90-463e-9bd8-6f205b81718a__B;Welchen Trainingsplan bevorzugt ihr , mit dem ihr eure Spielstärke steigern konntet ?;11;;;11-15
a9a6808e-ece3-4f52-ba71-d6f78c45f333;a9a6808e-ece3-4f52-ba71-d6f78c45f333__A;Welchen YouTuber von der Bande Ninja Kidz findet ihr sieht am Besten aus ?;13;;;11-15
b92694c5-0705-4b91-b77c-8bd7f221bd6d;b92694c5-0705-4b91-b77c-8bd7f221bd6d__B;Welches der Computerspiele ist eurer Meinung nach am besten ?;9;;;5-10
ddb81b69-6d88-4048-8e9a-7be13b27dbaa;ddb81b69-6d88-4048-8e9a-7be13b27dbaa__A;Welches ist das bekannteste deutschsprachige Lied ?;6;;;5-10
3bf49eb6-c56f-4490-9738-d2bd557827b2;3bf49eb6-c56f-4490-9738-d2bd557827b2__A;Welches Obst und Gemüse ist kaliumarm und vitaminreich ?;8;;;5-10
83e664b8-e53e-4d0a-b316-207540d289a4;83e664b8-e53e-4d0a-b316-207540d289a4__A;Welches Phone bietet mir super bis sehr guten Sound , sowie Speichererweiterung per MicroSD unter 500/550 ( Neupreis ) ?;17;;;16-20
e8cb5e96-ac7d-4533-8d51-69f78ccea395;e8cb5e96-ac7d-4533-8d51-69f78ccea395__B;Wenn ich dann zur Begrüßung tach Frau von Attendorn sagen bin ich dann formal auf der sicheren Seite ?;18;;;16-20
00f3b4f0-bd6b-4ff4-ae67-26f6af85d5e3;00f3b4f0-bd6b-4ff4-ae67-26f6af85d5e3__A;Wenn ich Essays und ganze Texte von anderen verwende , muss ich diese in Anführungsstriche setzen ?;15;;;11-15
3a0a53ce-b6e1-409c-947c-9fd5de07b1b7;3a0a53ce-b6e1-409c-947c-9fd5de07b1b7__C;wenn ich jetzt eine Krankmeldung hätte und die vorzeigen würde , würde ich da mein Geld wieder bekommen ?;17;;;16-20
44d923ae-1371-4984-9d68-40d5a8c95209;44d923ae-1371-4984-9d68-40d5a8c95209__B;wenn ich mich bei der Polizei erwerben würde , würden die mich annehmen ?;12;;;11-15
1e362fde-c089-46cd-b472-ca190fa394f5;1e362fde-c089-46cd-b472-ca190fa394f5__B;Wenn man erotische Geschichten liesst , würde mich mal interessieren wieviel von solch Geschichten zum Unterschied wirklich evtl real tatsächlich passiern ?;20;;;16-20
196bc350-db10-4f9d-92cf-a62b0342e736;196bc350-db10-4f9d-92cf-a62b0342e736__B;Wenn nein , hättet ihr auch Verständnis wenn es ein pädophiler Menschen das für sich auch nicht haben wollen würde ?;19;;;16-20
356a8744-c00f-40c5-b4cb-36cba2159e6c;356a8744-c00f-40c5-b4cb-36cba2159e6c__B;Wenn nicht , wo würde sich stattdessen eine Möglichkeit bieten , die auch günstig und kurz ist ?;15;;;11-15
657eed35-da10-49c2-a926-d91cc23859ec;657eed35-da10-49c2-a926-d91cc23859ec__C;Wenn nicht was wäre der günstigste und einfachste Weg um das Problem zu beheben ?;14;;;11-15
fcc4aa75-bb97-46ce-89b8-e48087a653ed;fcc4aa75-bb97-46ce-89b8-e48087a653ed__A;Werde ich in berufliches gymnasium angenommen ?;6;;;5-10
453be32e-336d-4c64-85a5-695bb57bf986;453be32e-336d-4c64-85a5-695bb57bf986__A;Wie geht das Spiel morgen aus . . . Bayern München gegen Inter Mailand ?;11;;;11-15
fb656e4f-dd05-419c-9a54-65ccc82d9c00;fb656e4f-dd05-419c-9a54-65ccc82d9c00__A;Wie gut muss mein pc sein ?;6;;;5-10
42704409-6202-4791-b2f7-d712ebdd476f;42704409-6202-4791-b2f7-d712ebdd476f__A;Wie hat Deutschland bis jetzt noch keine Punkte bekommen bei Eurovision Song Contest ?;13;;;11-15
67f6ee96-180f-4f0f-904e-dfee5130a025;67f6ee96-180f-4f0f-904e-dfee5130a025__A;Wie hat sich Glück aus Sicht der Philosophen und Denker im laufe der Zeit geändert ?;15;;;11-15
ad177030-ab87-4d72-bc35-8593b35c85da;ad177030-ab87-4d72-bc35-8593b35c85da__A;Wie heißen die Geräte , die in einem gewissen Radius eine Funkverbindung unterbechen ?;12;;;11-15
a56d74db-0b0a-48d2-8c06-82514a138e2f;a56d74db-0b0a-48d2-8c06-82514a138e2f__A;Wie ist der Sex während der Periode ?;7;;;5-10
daa4ad86-f7b2-40f9-91ab-7a7f2afcccad;daa4ad86-f7b2-40f9-91ab-7a7f2afcccad__B;wie kann ich am billigsten ein Paket nach China schicken , ohne dass der Zoll zu hoch ist ?;17;;;16-20
c3fb8c86-c14d-4f0d-800f-14e905986193;c3fb8c86-c14d-4f0d-800f-14e905986193__A;Wie kann ich erkennen ob ein Micro USB B Kabel nur Strom übertragen kann oder auch Daten ?;17;;;16-20
fbc14e5b-3f45-4f1e-8b26-6582a760200f;fbc14e5b-3f45-4f1e-8b26-6582a760200f__A;Wie kann ich in war thunder Freunde hinzufügen ?;8;;;5-10
26b7fc50-f0e8-4aff-8c66-baede3a13047;26b7fc50-f0e8-4aff-8c66-baede3a13047__A;Wie kann ich mit meinem Crush ins Gespräch kommen ohne dass ich stottere oder nervös sein muss ?;17;;;16-20
298f3326-aeeb-4965-8865-34cb8b079216;298f3326-aeeb-4965-8865-34cb8b079216__A;Wie kann ich rawaccel instalieren ?;5;;;5-10
4ba642d0-56ea-47f0-b12b-98461f797348;4ba642d0-56ea-47f0-b12b-98461f797348__A;Wie kann ich Satan davon überzeugen , dass ich ein Satanist bin ?;11;;;11-15
d2742976-00ce-44f2-911a-c1a315b33f4a;d2742976-00ce-44f2-911a-c1a315b33f4a__A;Wie kann ich während einer stillen Arbeit in der Schule Musik hören , ohne dass der Lehrer es merkt ?;18;;;16-20
133cf670-42fa-4069-a90f-ef67e0000878;133cf670-42fa-4069-a90f-ef67e0000878__A;Wie kann man damit die Nachfrage erhöhen ?;7;;;5-10
acad5105-a1ef-40da-8554-b2b0a3e62081;acad5105-a1ef-40da-8554-b2b0a3e62081__A;Wie lässt sich die Epoche des Sturm und Drangs der deutschen Literatur eingrenzen ?;13;;;11-15
ffa0885c-ca6f-4c2e-a0ee-d764db109ac5;ffa0885c-ca6f-4c2e-a0ee-d764db109ac5__A;Wie leitet man das nach x mit der Quotientenregel ab ?;10;;;5-10
26abc502-3c00-4f36-8b18-2ea39734ce31;26abc502-3c00-4f36-8b18-2ea39734ce31__A;Wie merkt man das man verliebt ist ?;7;;;5-10
8f15b1b8-8864-431d-a231-4aee9e9ed1fc;8f15b1b8-8864-431d-a231-4aee9e9ed1fc__A;Wie passe ich auf meinen Reisepass auf ?;7;;;5-10
a22cf441-4c04-4435-a219-88e2a2a0c603;a22cf441-4c04-4435-a219-88e2a2a0c603__A;Wie schnell fährt mein mopet nach diesem tuning ?;8;;;5-10
844c1788-e5ef-42e2-a31f-83b104342be2;844c1788-e5ef-42e2-a31f-83b104342be2__A;Wie schreibe ich jemanden bei eBay Kleinanzeigen an wenn ich Interesse an einen Katzen Baby habe ?;16;;;16-20
fafb5ef5-ccbb-4002-b32f-ca1d552a992b;fafb5ef5-ccbb-4002-b32f-ca1d552a992b__F;Wie sieht diese Welt aus , wenn wir zu allem ja sagen ?;11;;;11-15
2dd57540-f1a4-4b83-b747-e75f6620b10e;2dd57540-f1a4-4b83-b747-e75f6620b10e__A;Wie teuer ist Chicago im Vergleich zu diesen Städten ?;9;;;5-10
f514a194-259f-4c23-9029-aa31e916692b;f514a194-259f-4c23-9029-aa31e916692b__A;Wie unterscheidet sich eine narzisstische Persönlichkeitsstörung von anderen Persönlichkeitsstörungen ?;9;;;5-10
dcc2f0b8-6d72-4905-82c3-cdde2db0b7ae;dcc2f0b8-6d72-4905-82c3-cdde2db0b7ae__A;Wie viele kalorien sollte man essen wenn man abnehmen will aber kein jojo effekt haben möchte ?;16;;;16-20
fc162fce-f0dd-406f-ad14-2e959b2b89bb;fc162fce-f0dd-406f-ad14-2e959b2b89bb__A;Wie weiß man ob man fit genug für eine Wallfahrt mit 4*30 km ist ?;13;;;11-15
40350382-78a2-41ec-a7ac-e22354c011bb;40350382-78a2-41ec-a7ac-e22354c011bb__A;Wie würdet ihr euch in drei Eigenschaften beschreiben ?;8;;;5-10
69814d9b-4d45-41a6-ad78-8867f7439e9d;69814d9b-4d45-41a6-ad78-8867f7439e9d__A;Wie zeige ich ihr dass sie mir wirklich was bedeutet ?;10;;;5-10
152c92a5-8eab-418f-b7a1-0968738cef1d;152c92a5-8eab-418f-b7a1-0968738cef1d__B;Wieso diese so günstig sind , erschließt sich mir nicht wirklich . . . hat hier jemand Erfahrungen gemacht ?;15;;;11-15
997e5bc9-00cb-447a-af64-a18c7cbe1ac2;997e5bc9-00cb-447a-af64-a18c7cbe1ac2__A;Wieso ermittelt die Polizei erst jetzt ?;6;;;5-10
ea2f9b57-3710-4440-8197-c96e27c59bed;ea2f9b57-3710-4440-8197-c96e27c59bed__A;Wieso hören Menschen Mark Forster ?;5;;;5-10
01306988-0095-49be-82c6-5bdfa92291a4;01306988-0095-49be-82c6-5bdfa92291a4__A;Wieso setzt man heute noch Kinder in die Welt ?;9;;;5-10
52274817-2e2e-47e3-87ef-656028464b04;52274817-2e2e-47e3-87ef-656028464b04__C;"wir haben uns bisher auf 4 namen geeinigt ; Nelli , Cookie , Panda , Toffee . . . kennt ihr vielleicht namen , die so ähnlich sind ?";20;;;16-20
54b728ca-9fe8-4241-a742-24afe2400aab;54b728ca-9fe8-4241-a742-24afe2400aab__A;Wird es Heizprobleme im Winter geben ?;6;;;5-10
e922d93b-6ebb-4679-95a3-4239c07141a8;e922d93b-6ebb-4679-95a3-4239c07141a8__C;Wird man denen das Auto verkaufen ?;6;;;5-10
94306264-212c-499a-a6f4-fd954b641b33;94306264-212c-499a-a6f4-fd954b641b33__D;Wird sie verrotten und von alleine verschwinden oder bleibt sie da für immer ?;13;;;11-15
5e969422-bf37-4586-a52c-da344095de1c;5e969422-bf37-4586-a52c-da344095de1c__B;Wisst ihr wo ich Fifa 14 digital kaufen kann auf dem PC ?;12;;;11-15
e64ed372-db65-4a17-94d6-2331d73d20cb;e64ed372-db65-4a17-94d6-2331d73d20cb__A;Wo bekommt man günstig einen DIN A4 Rahmen ?;7;;;5-10
7f9de449-0032-441f-8663-c42f0fef91a3;7f9de449-0032-441f-8663-c42f0fef91a3__A;Wo finde ich diesen Fortnite Comic Zero War mit dem Spider-Man Code ?;11;;;11-15
d5dd00f4-879d-4a7f-b0ca-8bcf0bb107cf;d5dd00f4-879d-4a7f-b0ca-8bcf0bb107cf__A;Wo gibts gute Hoodies die oversize mäßig sitzen und guten stoff haben ?;12;;;11-15
4b201a80-8938-4f88-849a-7aac154ea2ea;4b201a80-8938-4f88-849a-7aac154ea2ea__B;Wo kann ich Noragami Staffel 2 kostenlos gucken ?;8;;;5-10
55dcd4a3-2f72-44bb-9733-74342e5180f4;55dcd4a3-2f72-44bb-9733-74342e5180f4__B;Wo kann man sehen , was für Vereine Schulden haben und eventuell auch einen neuen Inhaber suchen ?;16;;;16-20
4de8c722-b617-43f3-80c6-4d3a274fc956;4de8c722-b617-43f3-80c6-4d3a274fc956__B;Wo könnte ich denn hingehen , damit ich eines Tages wieder neue Freunde finden kann ?;14;;;11-15
b5ca144a-b418-49ce-adc8-e5bfbd55ff7b;b5ca144a-b418-49ce-adc8-e5bfbd55ff7b__D;Wodurch unterscheiden sich die Molekularstrukturen und die Wirkmechanismen von CBD und THC ?;12;;;11-15
d79e9ff8-cb44-4ccd-b4b0-a19fdb1f03a7;d79e9ff8-cb44-4ccd-b4b0-a19fdb1f03a7__A;Würdet ihr als Elternteil enttäuscht sein , wenn euch euer Kind in keinster Weise ähneln würde ?;15;;;11-15
2497a2a4-39e6-489c-9732-0515b9c21d59;2497a2a4-39e6-489c-9732-0515b9c21d59__A;Würdet ihr eine Fitnessmatte in Rosa kaufen wenn sie 10€ günstiger ist als alle anderne Farben ?;16;;;16-20
391bb8c4-78dd-43de-8bdd-019482eb1154;391bb8c4-78dd-43de-8bdd-019482eb1154__B;Würdet ihr euch mehr ärgern wenn es ein kleiner Fehler oder wenn es ein großer Fehler wäre ?;17;;;16-20
36110834-e5f2-4938-b3f0-0d3211209447;36110834-e5f2-4938-b3f0-0d3211209447__B;Würdet ihr ihn gegen einen anderen kleinen Bären kämpfen lassen ?;10;;;5-10
6607e990-98d8-40d9-9823-052a7e2d6745;6607e990-98d8-40d9-9823-052a7e2d6745__A;Xbox series s Gerätesperre FIFA 22 ?;6;;;5-10
80cc54c9-3424-4afe-bd8d-5047c6b1e76e;80cc54c9-3424-4afe-bd8d-5047c6b1e76e__C;Zum einen aus Gasen ( Luft , Rauch oder Nebel ) , aber auch aus festeren Stoffen wie Kräuter oder Flüssigkeiten ?;17;;;16-20
0dcbe626-6097-494e-97de-317132b8d3a2;0dcbe626-6097-494e-97de-317132b8d3a2__B;Zusätzlich zur Frage : Wäre das Ergebnis anders , falls es sich nicht um bestimme Personen handeln würde ?;16;;;16-20
