question_id,question_id_individual,question_individual,token_count
02179a6d-e6ff-49f8-8be1-a7961b98e5b4,02179a6d-e6ff-49f8-8be1-a7961b98e5b4__B,"Ich bin 14 , wiege 60 kg und bin 1 , 75 groß ?",11
b4cdd7d3-58d2-4c27-9d2e-78c61e9ff872,b4cdd7d3-58d2-4c27-9d2e-78c61e9ff872__A,ich bin 14 Jahre alt und habe keine freunde und zocke den ganzen tag ?,14
19c8f87a-6190-42f4-be29-d82e806a8d8d,19c8f87a-6190-42f4-be29-d82e806a8d8d__B,Ich bin auf der Suche nach einem Film von dem ich leider nur noch sehr wenig weiß Zu ( großen ? ),19
208eaccb-aeb5-4f31-9b37-f76d1f0ee65a,208eaccb-aeb5-4f31-9b37-f76d1f0ee65a__B,Ich bin bald in Island und frage mich ob ich da einen wilden papageitaucher mitnehmen darf nach Deutschland ?,18
84965613-e5e3-4477-b66c-741b285ee323,84965613-e5e3-4477-b66c-741b285ee323__A,Ich bin das allererste Mal stationär in der Psychiatrie ?,9
2a078bcf-085b-4cda-8ef1-61dcd4501767,2a078bcf-085b-4cda-8ef1-61dcd4501767__B,Ich bin ein Junge und möchte meine Haare gerne färben oder Tönen in Braun ?,14
93bb61ff-e379-4ca6-a02f-f9e01a3fc908,93bb61ff-e379-4ca6-a02f-f9e01a3fc908__A,ich bin getrennt und möchte mit meinen beiden Kindern für 2 Wochen ins außereuropäische Ausland reisen ?,16
fe1bea11-9493-43b9-beb9-2550dcfd723a,fe1bea11-9493-43b9-beb9-2550dcfd723a__A,Ich bin glücklich mit meinem Freund aber denke manchmal an meinem ex ?,12
7d6c30ca-d2ba-4920-9a0b-e018e8dc9356,7d6c30ca-d2ba-4920-9a0b-e018e8dc9356__B,Ich bin in der 6 . SSW und weiß nicht ob ich die Zähne überhaupt ziehen darf ?,16
3d66bbaa-cacb-4acd-8dca-d67fe0161935,3d66bbaa-cacb-4acd-8dca-d67fe0161935__B,Ich bin in der 8 klasse und jetzt mach ich ein einwöchiges Schulpraktikum ?,13
fd652183-8be0-4df1-a70c-0d993673c4b4,fd652183-8be0-4df1-a70c-0d993673c4b4__A,Ich bin sehr sehr sehr sehr sehr sehr sehr sehr sehr sehr traurig ?,13
cd9d4590-3da2-4cff-96c3-37c571f367f4,cd9d4590-3da2-4cff-96c3-37c571f367f4__B,"Ich bin ungeimpft ( lasst es bitte sein ) und wollte wissen , ob es Länder gibt , wo die 3G-Regelung gilt ?",17
c9dfb979-c184-4d10-8a8d-be6fe7dcfacd,c9dfb979-c184-4d10-8a8d-be6fe7dcfacd__B,Ich bin ungeimpft und somit ebenfalls nicht berechtigt gewesen dem Sport nachzugehen ?,12
3b956f92-26e9-4891-9204-99fa8d25b31c,3b956f92-26e9-4891-9204-99fa8d25b31c__B,"Ich bitte um einen Ratschlag was man am besten machen kann , und wie man den Fehler am besten beheben könnte ?",20
8f2502aa-adf5-47a0-9df3-fb40ff23f191,8f2502aa-adf5-47a0-9df3-fb40ff23f191__A,"Ich brauch dünne Metallhaken um z . B . eine Flagge an die Wand zu hängen , am besten zum kleben ?",18
30b12c43-0e8e-464e-a1da-00364fcfd056,30b12c43-0e8e-464e-a1da-00364fcfd056__A,Ich brauche ein zu hohes level bei Assassins creed odyssey ?,10
53ac8277-551c-4351-bf72-1036b7ea8589,53ac8277-551c-4351-bf72-1036b7ea8589__A,Ich brauche Hilfe bei der Begründung ?,6
9d4490e6-f913-4a1d-a173-0d9a4a3ebf12,9d4490e6-f913-4a1d-a173-0d9a4a3ebf12__A,Ich brauche Hilfe bei der Geschichte thema Vereinigte staaten von Amerika Die Gründung Eines Freien Landes ?,16
20b9da64-ca39-4fa1-84c7-d5d5d6cf8516,20b9da64-ca39-4fa1-84c7-d5d5d6cf8516__A,Ich brauche noch Ur2 weiß aber nicht wie ich es ausrechne ?,10
a5c75177-a08b-4b50-8b3b-834933c687eb,a5c75177-a08b-4b50-8b3b-834933c687eb__B,Ich dachte man wird nur untergebracht wenn man eine Selbst- oder Fremdgefährdung ist ?,12
9eca1bcc-a4c9-4598-9bd7-ffd8e1f3ade9,9eca1bcc-a4c9-4598-9bd7-ffd8e1f3ade9__C,"Ich dachte sie sind Afghaner Ich bin irgendwie auch so dumm , was fällt mir ein als Türke geboren zu werden ?",20
575c32c1-589a-4151-a4df-c6904122fd17,575c32c1-589a-4151-a4df-c6904122fd17__B,"Ich denk 695 , da das psychologisch viel weniger aussieht ?",9
65c49b4b-2365-4b8e-855b-556f36683757,65c49b4b-2365-4b8e-855b-556f36683757__B,"Ich denke , die Überschrift sagt alles , oder ?",7
67570941-efdb-4858-a104-ec8851b4cd1f,67570941-efdb-4858-a104-ec8851b4cd1f__B,"ich denke es gibt etwas wie --> Leep oder so , habe den Namen vergessen ?",13
f7dddb81-fb15-4755-8dd6-0bffb432ab39,f7dddb81-fb15-4755-8dd6-0bffb432ab39__B,"Ich denke jeder kennt den guten alten teletext im Fernsehen , inzwischen kommt ja bei manchen tv Kanälen sogar Werbung dafür ?",20
4ec655ed-4633-4e16-8329-599750f23e8d,4ec655ed-4633-4e16-8329-599750f23e8d__B,"Ich drücke aus Versehen immer stärker auf die Pedale , obwohl ich ganz langsam drücken möchte ( z . B . Bremse , . . . ) ?",18
94be6780-cc6b-4470-a00b-84bf4c84c482,94be6780-cc6b-4470-a00b-84bf4c84c482__B,"Ich finde Ausnahmen ok mal kann er da schlafen , aber jede Nacht ?",12
154b8452-6ccf-44b7-b624-56b7910fefc0,154b8452-6ccf-44b7-b624-56b7910fefc0__B,Ich finde online nur einen Stand von vor knapp 4 Monaten der angeblich immer noch 3G verlangt ?,18
becb1f6c-be73-4e48-a6e3-e8cfd0df4760,becb1f6c-be73-4e48-a6e3-e8cfd0df4760__B,"Ich frage mich , ob ihr glaubt , dass auch jemand auf der Sonne langläuft ?",13
692798b0-b585-4bc5-9e2d-bc172f89e284,692798b0-b585-4bc5-9e2d-bc172f89e284__B,"Ich frage mich , ob sich mein Partner anstecken kann , wenn er mich oral befriedigt ( er als Mann , ich als Frau ) ?",20
bed13f77-910f-4705-a8f9-3d9d267435ad,bed13f77-910f-4705-a8f9-3d9d267435ad__B,"Ich frage mich , wieso die Zeugen die einzigen sind die Gottes Namen benutzen ?",13
bb46dd02-2a19-48af-a74a-dc117c938e68,bb46dd02-2a19-48af-a74a-dc117c938e68__B,ich frage mich immer warum ich ?,6
76c036d2-500d-42f6-a8c9-ff61bb99c043,76c036d2-500d-42f6-a8c9-ff61bb99c043__B,Ich frage mich nun ob das normal ist oder einen Sinn dahinter hat oder ob es einfach eine Geldmacherei ist ?,20
71159401-ba57-4bf5-9ff0-22c89fe87a2c,71159401-ba57-4bf5-9ff0-22c89fe87a2c__B,"Ich frage mich trotzdem ob das ausreicht , ich meine lesen z . b . ist ja kein richtiges Hobby oder ?",18
44ef9317-d791-4f24-a98a-3f6159b01a0e,44ef9317-d791-4f24-a98a-3f6159b01a0e__A,Ich fühle mich krank aber meine Eltern lassen mich nicht zuhause ?,11
c8617b54-bdc3-4c5c-be8f-75bbded7445f,c8617b54-bdc3-4c5c-be8f-75bbded7445f__B,ich fühle mich so traurig ?,5
3960974b-bc96-446e-9fc6-56ee215ffdcd,3960974b-bc96-446e-9fc6-56ee215ffdcd__C,"Ich gehe mal davon aus , dass 50 km/h erst ab dem Schild gilt und nicht schon meterweise vorher ?",19
5a637726-7b46-49f0-8551-7e7b244d328b,5a637726-7b46-49f0-8551-7e7b244d328b__A,Ich glaube ich schaffe dieses Schuljahr nicht ?,7
02d58b90-cb81-4637-b288-15c6d23e82b5,02d58b90-cb81-4637-b288-15c6d23e82b5__A,Ich glaube meine Mutter ist Krank ?,6
6d9e0f48-25ff-4482-81e8-87b410194396,6d9e0f48-25ff-4482-81e8-87b410194396__C,"ich hab anfangs 1 , 18 aber es muss doch unter 1 , 0 sein oder ?",14
454e3d19-70c2-4a99-a1e1-fba0dc1e3731,454e3d19-70c2-4a99-a1e1-fba0dc1e3731__B,Ich hab bemerkt dass ich Probleme bei und Sätze habe und ich weiß aber nicht wieso ?,16
4244dfa0-7ccf-40a1-a52d-7e70c00a496d,4244dfa0-7ccf-40a1-a52d-7e70c00a496d__A,"Ich hab für 11 , 75 für BMW gearbeitet ?",8
fbc5e61d-3c18-4a7e-9bba-5c09271fe368,fbc5e61d-3c18-4a7e-9bba-5c09271fe368__C,Ich hab gestern eine Doku gesehen über so ein Wahnsinnigen in der USA ?,13
968b4bbe-6c02-4f8a-998c-59f165223913,968b4bbe-6c02-4f8a-998c-59f165223913__B,"Ich hab halt davor ein Bild geschickt , vielleicht hat das was damit zu tun ?",14
8ea19725-95fc-4fcd-a0c7-51480a2b9bb8,8ea19725-95fc-4fcd-a0c7-51480a2b9bb8__C,"Ich hab ja auch einiges an Geld dafür gezahlt , kann ja nicht einfach weg sein ?",15
74b1c04c-7fe5-4b3c-992b-51062d203be7,74b1c04c-7fe5-4b3c-992b-51062d203be7__B,"Ich hab jetzt aber folgende Problematik Ich soll eine Abschätzung vornehmen , wie sich der Krieg in der Ukraine entwickelt ?",19
c5406fe4-d955-4d90-ac90-4ff4c9d384ff,c5406fe4-d955-4d90-ac90-4ff4c9d384ff__B,ich hab keine Schmerzen btw ich habe etwas recherchiert und habe gelesen dass es auch am Gewebe liegen könnte ?,19
913db7e9-f94c-4a34-bece-1aa9fa9de26e,913db7e9-f94c-4a34-bece-1aa9fa9de26e__B,Ich hab mal was von so einer Spritze gelesen ?,9
bfab5294-244c-46e5-a19f-92598509ce0d,bfab5294-244c-46e5-a19f-92598509ce0d__B,Ich hab mir Rapunzel bei den YouTube-Filmen ausgeliehen aber bei meinen Filmen wird er mir nicht angezeigt ?,16
2052f08c-bc54-4ad2-9e4d-8192f95b7751,2052f08c-bc54-4ad2-9e4d-8192f95b7751__B,"Ich hab viel Kleingeld gespart und wollte das bei der Volksbank auszählen und auf mein Konto einzahlen lassen , geht das ?",20
6c34f472-f202-4946-8e6f-ee2e774584fc,6c34f472-f202-4946-8e6f-ee2e774584fc__B,"Ich habe 2 Impfungen , sofern ich das richtig verstanden habe reicht das weiterhin für die beiden Dinge richtig ?",18
abae04ed-0445-4d5d-b455-3ec7982b302f,abae04ed-0445-4d5d-b455-3ec7982b302f__A,Ich habe 45k Buff Coins doch ich weiß einfach nicht wie ich mir etwas kaufen kann ?,15
af40430e-9577-4ade-ad05-0d8216cd011f,af40430e-9577-4ade-ad05-0d8216cd011f__A,Ich habe am Donnerstag einen Termin bei der ARGE ?,9
829d4303-8c69-4233-bbd3-93fb688302c3,829d4303-8c69-4233-bbd3-93fb688302c3__B,"Ich habe Angst , dass wenn ich nicht dusche oder nicht die Unterwäsche wechsle , ich den Schmutz an andere verbreite ?",19
4a3ed23b-2dd5-48a7-bf32-22f69252b63b,4a3ed23b-2dd5-48a7-bf32-22f69252b63b__B,"Ich habe angst davor , was natürlich auch mit meinen Verlustängsten zusammenhängt , dass mein Partner auch mal jemand anderen haben möchte ?",20
9cc213c7-edb6-4eb1-b482-b994938df8e3,9cc213c7-edb6-4eb1-b482-b994938df8e3__F,Ich habe auch keine Sendungsnummer geschweige irgendeine Ahnung mit wem das kommt ( ich schätze mal DHL ? ),16
4831fc99-64c3-4bcb-85a9-996c12bc7038,4831fc99-64c3-4bcb-85a9-996c12bc7038__A,Ich habe bei einem Arzt angerufen und gesagt ich habe evtl Corona und die wollten mir 7 Tage krankschreibung geben ?,20
fd851ac1-5e6b-4d5c-9dd9-141d4f25fff2,fd851ac1-5e6b-4d5c-9dd9-141d4f25fff2__A,"Ich habe das Gefühl , dass ich mit 24 versagt habe ?",10
8f49649a-ae32-4ebe-bdb8-227d3c8a96ce,8f49649a-ae32-4ebe-bdb8-227d3c8a96ce__A,Ich habe die dateien x64 und update von GTA 5 Ordner gelöscht ?,11
5636b400-be8e-4a1b-b843-d2c3c14c967d,5636b400-be8e-4a1b-b843-d2c3c14c967d__C,Ich habe diese pflanze an einem baum gefunden ähnelt einen Pilz aber ist auf einen baum ?,16
ab94de54-c686-4b58-9c0b-3a8f32b7b4a5,ab94de54-c686-4b58-9c0b-3a8f32b7b4a5__A,"Ich habe ein Maksutov Teleskop mit der Go-To Wifi Funktion aber leider verstehe ich nicht , wie ich es richtig einstellen kann ?",20
c22ca201-0597-42f7-92fc-7ca3ca80c22f,c22ca201-0597-42f7-92fc-7ca3ca80c22f__A,Ich habe ein Samsung A 21 Handy und finde keine Einstellung in WhatsApp für Deaktivierung des automatischen Download von Fotos ?,20
5bc87e77-bbeb-4925-9b8b-e48cd6552b35,5bc87e77-bbeb-4925-9b8b-e48cd6552b35__B,"Ich habe eine Erörterung zum Thema , , welche Vorteile haben Schuluniformen ?",10
f70ef5a7-9750-45e0-822c-ad1fcb6b78a8,f70ef5a7-9750-45e0-822c-ad1fcb6b78a8__A,"Ich habe eine frage an die , die auch ein biesschen mehr rechts als links sind ?",15
7207cc47-de02-40e6-baa8-697a1a44f2a8,7207cc47-de02-40e6-baa8-697a1a44f2a8__A,"Ich habe eine raue Zunge , die brennt und vorne an der Zunge ist es auch ein bisschen entzündet ?",18
420afdbc-622b-4e68-a2e9-1a91c49bd144,420afdbc-622b-4e68-a2e9-1a91c49bd144__A,Ich habe eine Worddatei gelöscht und jetzt habe ich nur noch alte da ?,13
fdc8e94f-59e9-480e-bfa0-5f41981dc355,fdc8e94f-59e9-480e-bfa0-5f41981dc355__B,"Ich habe einen Fußfetisch und wollte von euch wissen beziehungsweise Fragen , wie ich den Ausleben kann beziehungsweise erst bekanntgegeben kann ?",20
4580d08b-5ce7-4ec1-9872-93786e4e76f9,4580d08b-5ce7-4ec1-9872-93786e4e76f9__B,Ich habe es hier aber noch nie gesehen oder vielleicht auch gar nicht drauf geachtet ?,15
cb3b6be0-4798-430c-bd78-1a36e80d6666,cb3b6be0-4798-430c-bd78-1a36e80d6666__B,Ich habe keine lutschbonbons zuhause und deswegen wollte ich fragen ob Ibuprofen dabei auch hilft ?,15
c990e2f3-c2f2-4c79-8b1d-8d45668965ab,c990e2f3-c2f2-4c79-8b1d-8d45668965ab__B,"Ich habe mich gefragt , was das Zitat widerspiegeln soll und bedeuten soll Jener Moment war in jenem Moment jener Moment ?",20
de318354-0f8e-40e9-aef4-452d456f1cf4,de318354-0f8e-40e9-aef4-452d456f1cf4__B,"Ich habe mich in eine Gruppe dazugestellt und die meinten nur , , bah geh weg oder , , Was willst du von uns ?",20
cd0dd35d-1aa8-4a82-a3f4-ec4897686fe9,cd0dd35d-1aa8-4a82-a3f4-ec4897686fe9__D,"Ich habe mich schon aus Instragram ausgeloggt , die App neugestartet und mein Handy neugestartet , der Bug bleibt bestehen ?",18
50c452fd-921f-41f5-82b0-7a8f544f8341,50c452fd-921f-41f5-82b0-7a8f544f8341__A,Ich habe mir Carl Mechanik Simulator für die ps4 geholt Und jetzt kann ich die Sprache nicht ändern ?,17
cc4e9bed-b1f3-44ae-957c-6f6bc65c8535,cc4e9bed-b1f3-44ae-957c-6f6bc65c8535__B,Ich habe mir heute Ohrlöcher stechen lassen und wollte wissen ob ich dann morgen Alkohol trinken darf ?,17
f3e027d8-b3fb-4f1d-92f0-13ac0c4cc3b1,f3e027d8-b3fb-4f1d-92f0-13ac0c4cc3b1__B,"Ich habe mit einem Mädchen gesprochen , ich habe sie gefragt , willst du etwas von mir ?",15
133d54ce-482b-4d7d-afab-f20dd39279f1,133d54ce-482b-4d7d-afab-f20dd39279f1__D,"Ich habe noch nie erlebt , dass eine Schwester sich so komisch verhält ?",12
2c5a8aa5-ea25-415a-aee6-bd4082ccbad5,2c5a8aa5-ea25-415a-aee6-bd4082ccbad5__C,"Ich habe schon überlegt , ob ich mir vielleicht zum Geburtstag oder zu Weihnachten mehr Tachengeld wünschen könnte ?",17
6edebc87-29b9-4a7e-a35b-c0b0b9451de6,6edebc87-29b9-4a7e-a35b-c0b0b9451de6__B,Ich habe sie schon mehrmals darauf angesprochen ob wir uns nicht wieder öfter küssen wollen wie früher ?,17
d357c197-9385-48a6-a8d7-4d843dbd7b35,d357c197-9385-48a6-a8d7-4d843dbd7b35__A,Ich habe so langsam wirklich kein Bock mehr auf meinen Freund ?,11
b75d34f4-59ab-494e-b52e-a3860c22ddac,b75d34f4-59ab-494e-b52e-a3860c22ddac__B,Ich hoffe es ist ok hier die website zu verlinken Vielleicht könnt ihr mir ja eure Meinung dazu sagen ?,19
0f837328-9a08-4c79-af56-3fc0acbc9467,0f837328-9a08-4c79-af56-3fc0acbc9467__B,Ich kann doch auch als Exponent 130 haben ?,8
e1a64f6b-8e0e-4217-b2d9-acbb99c27cf8,e1a64f6b-8e0e-4217-b2d9-acbb99c27cf8__C,"Ich kann doch wohl nicht bestraft werden , weil ich arbeiten will ?",11
3821baab-2c9e-400c-9b91-e4492351040a,3821baab-2c9e-400c-9b91-e4492351040a__B,"Ich kann einfach nicht verstehen , warum es so etwas noch nicht gibt ?",12
75bfd392-13a1-4862-8bb7-ad6309604ca3,75bfd392-13a1-4862-8bb7-ad6309604ca3__C,Ich kann ja theoretisch auch andere Kennzeichen ( gleiche Zeichenfolge ) nehmen oder ?,11
3a633416-4b22-46f0-aa5d-7be4fdff13b5,3a633416-4b22-46f0-aa5d-7be4fdff13b5__A,Ich kann keine Serien auf Amazon über meinem Laptop gucken ?,10
987a94bd-9bcf-49fa-883d-1f9dffdbdb01,987a94bd-9bcf-49fa-883d-1f9dffdbdb01__B,"Ich kann mir das nicht zusammenreimen , wie ich so viel Wasser braucht haben soll ?",14
374a3294-0830-492b-9402-29e3e5bf9a34,374a3294-0830-492b-9402-29e3e5bf9a34__B,Ich kann mir das nur schwer vorstellen und wollte mal fragen ob jemand weiß ob das wirklich funktioniert ?,18
2647943a-69e6-4797-870e-4917c554a426,2647943a-69e6-4797-870e-4917c554a426__A,Ich kann roblox nicht spielen fehlercode 280 ?,7
ffb93477-be64-42d6-af93-5086fb18b1ca,ffb93477-be64-42d6-af93-5086fb18b1ca__A,"Ich kriege Ärger , weil es mir nicht gut geht ?",9
2086ff22-666a-4b7c-9eb8-e0f3d05a3dc0,2086ff22-666a-4b7c-9eb8-e0f3d05a3dc0__B,ich liebe sie sehr und hatte auch die Momente wo ich dachte macht das alles Sinn ?,16
1e0820ad-f2a3-4736-8836-299e06378e57,1e0820ad-f2a3-4736-8836-299e06378e57__A,Ich liebe zwei Mädchen und beide lieben mich ?,8
17bf305d-91da-43e4-8789-f7b2ea74e344,17bf305d-91da-43e4-8789-f7b2ea74e344__A,Ich mache cheerleading und bin flyer aber fühle mich zu dick wiege 47kg ?,14
e285eff9-8e01-44a5-a4d7-c3bb1242b893,e285eff9-8e01-44a5-a4d7-c3bb1242b893__A,Ich mache mir jetzt schon Sorgen in der Probezeit gekündigt zu werden ?,12
be3e83a5-6e24-41ce-b760-fe2a9d7d456d,be3e83a5-6e24-41ce-b760-fe2a9d7d456d__B,Ich mag kuscheln und füße und wollte fragen wie ihr es findet wenn man sehr offen über alles redet ?,19
dc0bbf06-dc54-4224-993a-824120f0409a,dc0bbf06-dc54-4224-993a-824120f0409a__B,"Ich meine , wenn sie interessiert wären , dann hätten sie mich doch gleich zum Probetag eingeladen ?",15
df920f9d-c3bc-47be-b46e-c65ff02010ac,df920f9d-c3bc-47be-b46e-c65ff02010ac__C,"Ich meine egal ob man Atheist oder religiös ist , macht das Leben doch keinen Sinn oder ?",16
0a1f993e-79ba-4ffc-89e9-1b29bc1f695b,0a1f993e-79ba-4ffc-89e9-1b29bc1f695b__E,Ich meine man kann ja auch jünger sein und genauso viele Erfahrungen gemacht haben wie eine ältere Person ?,18
a003888f-03e0-451c-88c2-a05de3696428,a003888f-03e0-451c-88c2-a05de3696428__C,Ich möchte also lediglich wissen ob die Reiskörner Milch enthalten oder damit irgendwie verarbeitet werden ?,15
301ca763-4764-4c38-ad64-c543eef114d8,301ca763-4764-4c38-ad64-c543eef114d8__B,"Ich möchte diese Kollegin nicht schlecht machen , deswegen Frage ich euch alle , wie ihr vorgehen würdet ?",16
8f6593ed-1263-486e-be9c-3b847e1ec771,8f6593ed-1263-486e-be9c-3b847e1ec771__B,Ich möchte meine Monatsbrechung von Amazon bezahlen muss aber beim Empfänger Formular die Ortschaft ( und Land ) vom Empfänger nennen ?,19
747a2b84-8628-41f9-b6ea-0c6b660be497,747a2b84-8628-41f9-b6ea-0c6b660be497__A,Ich möchte mit dem rauchen aufhören ( Zigaretten ) ?,7
879c5576-142e-4eea-8f3e-668f1f634aaa,879c5576-142e-4eea-8f3e-668f1f634aaa__A,Ich muss bald in die Klinik/Angst ?,7
456bba99-70b4-4629-9e8d-4812ceb8c407,456bba99-70b4-4629-9e8d-4812ceb8c407__B,Ich muss den Vertrag ausfüllen und bin mir nicht sicher was ich hier reinschreiben muss ?,15
25baa3d0-b068-40b8-8e80-1c0c7ea6f5b1,25baa3d0-b068-40b8-8e80-1c0c7ea6f5b1__B,Ich muss folgende Frage beantworten/berechnen Welchen Gewinn wird der Spieler im Durchschnitt erzielen ?,14
46585f5b-ff24-460e-86dd-2ec9cfcf4b20,46585f5b-ff24-460e-86dd-2ec9cfcf4b20__D,"Ich rede halt nicht mit ihm , vielleicht will er deshalb , dass ich mit ihm rede ?",15
791f1f60-966c-465a-9afe-d51d94bd9e15,791f1f60-966c-465a-9afe-d51d94bd9e15__B,Ich sage der Begriff Ökosystem umfasst die kleinste ökologische Einheit 1 Lebensraum mit in ihm wohnen ?,16
0fd03768-c467-41f6-89dd-1897ce741291,0fd03768-c467-41f6-89dd-1897ce741291__C,"Ich sage ja auch 1 cm also würde , , einzehntel cm eigentlich prinzipiell auch korrekt sein oder ?",16
723659be-0be0-4e23-819c-b791b964ff83,723659be-0be0-4e23-819c-b791b964ff83__B,Ich saß aber noch nie auf einer deshalb weiß ich nicht ob ich zu klein bin ?,16
332e51ce-c666-4ceb-9fda-042d86516a94,332e51ce-c666-4ceb-9fda-042d86516a94__B,Ich sehe nicht dass er blutet und wollte fragen was ich da jetzt tun kann ?,15
baad4cc6-c0a3-4479-86bc-6a0421ad7d9d,baad4cc6-c0a3-4479-86bc-6a0421ad7d9d__A,"Ich suche eine Möglichkeit , gehaltvolle Fragen/Antworten für mich aufzubewahren ?",10
9a453bf7-8ec6-43cf-a2a6-3d937d2b526a,9a453bf7-8ec6-43cf-a2a6-3d937d2b526a__B,ich suche einen Film aus den 1970bis 1990er ?,6
3f101df2-a2fb-4fae-8a03-4fba7f1119cf,3f101df2-a2fb-4fae-8a03-4fba7f1119cf__A,Ich suche einen Minijob mit Zusammenhang Wirtschaft ?,7
212872a6-0161-4f03-8bfb-c115fd3f5a7a,212872a6-0161-4f03-8bfb-c115fd3f5a7a__A,Ich suche nach Philosophen der neuen Rechten ?,7
bd8ad046-b95b-494f-9be1-96b20ea6ad4c,bd8ad046-b95b-494f-9be1-96b20ea6ad4c__A,Ich suche verzweifelt einen Song meiner Kindheit ?,7
54bfc670-1646-4c00-8bf1-4b3b52af107f,54bfc670-1646-4c00-8bf1-4b3b52af107f__A,"Ich traue mich nicht meinen crush anzuschreiben , weil ich denke das sie von mir genervt ist ?",16
7034248e-1c00-42bf-b6af-257fab248c17,7034248e-1c00-42bf-b6af-257fab248c17__B,"Ich unterbrach ihn sogar und sagte lass mich raten , es liegt nicht an mir sondern an dir stimmts ?",18
ba7d72d5-7134-4e49-9975-45f5d533cdfc,ba7d72d5-7134-4e49-9975-45f5d533cdfc__B,"Ich versteh nicht , warum MIR alle entfolgen und den anderen nicht ?",11
989ee395-e19e-47c8-ac71-7e884c1a35a3,989ee395-e19e-47c8-ac71-7e884c1a35a3__D,Ich versteh nur nicht warum man es sich so kompliziert macht was das bestell system angeht ?,16
9af008d8-d594-4fe0-916b-05b775ef7ef3,9af008d8-d594-4fe0-916b-05b775ef7ef3__B,"Ich verstehe , dass es in Einzelfällen zu Verzögerungen kommen kann , aber sind sechs Monate in Ordnung ?",16
c95a0d1d-7323-4579-9942-0c867218e2d7,c95a0d1d-7323-4579-9942-0c867218e2d7__B,Ich verstehe jetzt einfach nicht wieso ich keine Wirkung spürte ?,10
9fd40f41-a369-4c3d-8ed6-845d1437d14f,9fd40f41-a369-4c3d-8ed6-845d1437d14f__B,"Ich verstehe nicht , wie das gelb markierte oben zum anderen gelbmarkierten unten umgewandelt wird ?",14
358dbcdf-4563-4f6c-b928-9241b460843b,358dbcdf-4563-4f6c-b928-9241b460843b__A,"Ich verstehe nicht warum in der literarischen Epoche Romantik , die Idee vorhanden war , sich von der Aufklärung abzugrenzen ?",18
84037140-7fd0-40f8-96c3-0e9f232cca0d,84037140-7fd0-40f8-96c3-0e9f232cca0d__A,"Ich war mal Kiffer , manche sagen heute noch , ich sehe aus wie einer ?",13
6dafee71-97a4-477e-9b08-b25a215085ce,6dafee71-97a4-477e-9b08-b25a215085ce__A,ich weiß einfach nicht wie ich es meinen Eltern sagen soll ?,11
e1c6fd17-39d9-494a-b53a-0a581c73d479,e1c6fd17-39d9-494a-b53a-0a581c73d479__B,Ich weiß nicht ob ich fragen soll ob alles ok ist oder ob ich mich unerreichbar machen soll ?,18
c6c64f28-aa8b-4358-bf2e-5a5343baf662,c6c64f28-aa8b-4358-bf2e-5a5343baf662__B,"Ich weiß nicht was es auf sich hat aber kann es sein , dass sie ein Nest im futternapf bauen wollen ?",20
a4f7b54d-0839-4d96-bb8a-d1da08d37b98,a4f7b54d-0839-4d96-bb8a-d1da08d37b98__B,"Ich weiß nicht wie , ich meine Mutter sagen soll , dass ein weiteres Kind von ihr psychisch absolut kaputt ist ?",19
7f8adb09-2088-4264-a69d-290c1dafcc1a,7f8adb09-2088-4264-a69d-290c1dafcc1a__B,Ich will mir dread Extensions kaufen nur ich weiß nicht wie viele ?,12
f142e7ed-56e9-4482-954b-16297a9b1820,f142e7ed-56e9-4482-954b-16297a9b1820__A,"Ich will Online nen Hemd kaufen , aber es wird nicht erklärt was Einzelgröße ist ( s . Screenshot ) ?",16
99231997-5abf-45be-bd96-7b8773481095,99231997-5abf-45be-bd96-7b8773481095__B,"Ich will wissen , inwiefern und warum ?",6
0e9fc04b-877d-4399-85b8-856e50d8c923,0e9fc04b-877d-4399-85b8-856e50d8c923__B,Ich wohne selber aber nicht bei meiner Mutter und wollte fragen ob dies möglich ist ?,15
0342c48c-b421-4e13-a18a-d0d7443a646f,0342c48c-b421-4e13-a18a-d0d7443a646f__B,Ich wollte euch fragen ob man feinstrumpfhosen ( 20den ) auch zum schlafen anziehen kann ?,12
f83f589b-eed3-4b1d-80fa-ccea8ddb6504,f83f589b-eed3-4b1d-80fa-ccea8ddb6504__B,"Ich wollte fragen Darf HMA VPN sowas , einfach denn Kunden anlügen ?",11
1c68b732-a700-4bce-9a29-6111e8ff84c3,1c68b732-a700-4bce-9a29-6111e8ff84c3__B,Ich wollte fragen ob man für Fifa 23 auf dem Laptop eine bestimmte Laptop Version braucht ?,16
d4a294fe-b99b-4bb1-8726-5004b782a4d5,d4a294fe-b99b-4bb1-8726-5004b782a4d5__B,Ich wollte Fragen ob mir jemand einen guten KOSTENLOSEN VPN sagen kann ?,12
b14eb5d6-8f88-4b0f-86d5-206770e1b176,b14eb5d6-8f88-4b0f-86d5-206770e1b176__B,Ich wollte fragen was für city skylines das beste asset ist ( vor allem Autobahn ein und Ausfahrten ) ?,17
df16c115-6491-4952-b21b-05b16b5d6d5c,df16c115-6491-4952-b21b-05b16b5d6d5c__A,Ich wollte für jemanden eine Pizza bestellen die aber bis jetzt nicht an kam ?,14
75bc919e-6119-473e-80c8-5228a422c437,75bc919e-6119-473e-80c8-5228a422c437__B,"Ich wollte mal fragen , unter Gärtnern in 4Wänden , ab wann stellt ihr eure drinnen Zimmerpflanzen auf Winterruhe ein ?",17
